County Name,State Fiscal Year,Ticket Sales,Prizes Paid,Retailer Commissions,FIPS County Code,Latitude,Longitude,Georeferenced Latitude & Longitude
Out Of Country,2018-2019,,79759,,,,,
Bradford,2016-2017,20534654,13155059,1095124,42015,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Lycoming,2015-2016,47812695,30534452,2552885,42081,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Clarion,2012-2013,12014286,7480626,646040,42031,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Cameron,2013-2014,2094372,1879020,128029,42023,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Pike,2013-2014,9139680,7400074,495804,42103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Lehigh,2015-2016,98341178,58283473,5184951,42077,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Lebanon,2010-2011,25163421,16879292,1352910,42075,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Franklin,2016-2017,36685903,25369377,1956555,42055,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Somerset,2015-2016,22655459,14475297,1209546,42111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Philadelphia,2010-2011,482418451,271563611,24839242,42101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Forest,2010-2011,2344095,1467063,124301,42053,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Adams,2010-2011,16020747,14805818,865786,42001,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Union,2016-2017,10662758,6888175,571552,42119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Butler,2017-2018,66047020,43858508,3556823,42019,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Pike,2014-2015,8729522,5129501,458349,42103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Luzerne,2011-2012,120761670,113104442,6556319,42079,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Montgomery,2012-2013,182604019,102962767,9572807,42091,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Columbia,2018-2019,24162717,18580903,1379128,42037,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Sullivan,2011-2012,1644202,855086,87668,42113,41.4480994,-76.5147922,POINT (-76.5147922 41.4480994)
Washington,2016-2017,63403880,38194105,3343911,42125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Carbon,2017-2018,27301279,18065456,1456965,42025,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Erie,2011-2012,76512185,44545972,4057637,42049,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Huntingdon,2016-2017,13871968,9593323,738584,42061,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Lackawanna,2013-2014,93354133,56089944,5004722,42069,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Adams,2015-2016,25040715,15640763,1328617,42001,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Centre,2012-2013,26402958,16026892,1417362,42027,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Franklin,2014-2015,31640363,19702875,1689246,42055,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Mercer,2011-2012,33796120,21154549,1789790,42085,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Northumberland,2018-2019,37155089,26690240,2089312,42097,40.85150926,-76.71188423,POINT (-76.71188423 40.85150926)
Snyder,2017-2018,12002254,7869367,649583,42109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
York,2013-2014,116940469,69879631,6287646,42133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Greene,2018-2019,13915774,8406480,815652,42059,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Delaware,2014-2015,146418188,86870282,7687429,42045,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Westmoreland,2012-2013,135939359,86510240,7220611,42129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Allegheny,2011-2012,381641961,204796026,19999201,42003,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Mercer,2017-2018,40573261,26114889,2171739,42085,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Mercer,2016-2017,39829814,24777876,2097343,42085,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Blair,2013-2014,59851599,38746481,3234055,42013,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Susquehanna,2013-2014,14602029,8170081,781306,42115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Union,2011-2012,7205315,4394863,386223,42119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Clarion,2017-2018,13525730,9009283,724170,42031,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Schuylkill,2015-2016,73184109,46156434,3882785,42107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
Philadelphia,2014-2015,524321610,287698895,27310100,42101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Lebanon,2017-2018,33913183,21879617,1830098,42075,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Susquehanna,2017-2018,15946193,10819438,857005,42115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Clinton,2010-2011,10164845,6180964,543356,42035,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Crawford,2012-2013,19290573,11836214,1022649,42039,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Monroe,2018-2019,56438803,35503461,3372461,42089,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Cumberland,2015-2016,71471427,44686211,3798678,42041,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Bedford,2016-2017,12222522,7641738,655369,42009,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Montour,2012-2013,7226642,4450200,395870,42093,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Armstrong,2016-2017,23203470,15046772,1234276,42005,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Jefferson,2010-2011,13407708,9185573,718838,42065,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Juniata,2014-2015,4943471,2994980,266572,42067,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Lancaster,2015-2016,120374809,78047781,6404608,42071,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Venango,2017-2018,18065047,11616863,972963,42121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Northumberland,2014-2015,34990041,25847961,1890598,42097,40.85150926,-76.71188423,POINT (-76.71188423 40.85150926)
Bedford,2011-2012,8824193,5472872,473743,42009,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Armstrong,2017-2018,24114656,16430693,1294060,42005,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Fulton,2015-2016,3487405,2108511,186939,42057,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Mifflin,2013-2014,16436789,11123510,889606,42087,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Berks,2017-2018,125168378,84108831,6710569,42011,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Allegheny,2015-2016,425589773,247618081,22336604,42003,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Warren,2012-2013,18344112,12665644,988777,42123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Cumberland,2014-2015,65252330,38540684,3494564,42041,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Mckean,2012-2013,11877033,8137439,638597,42083,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Snyder,2010-2011,9212729,5889344,491873,42109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Carbon,2013-2014,21997816,16431899,1181428,42025,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Wayne,2013-2014,18018326,10034273,968603,42127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
York,2017-2018,129590841,84767012,6959538,42133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Centre,2018-2019,26990974,17655783,1522612,42027,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Lehigh,2013-2014,86775135,51534530,4633669,42077,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Luzerne,2016-2017,136231926,92287021,7299440,42079,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Dauphin,2017-2018,106475663,69112649,5695054,42043,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Tioga,2013-2014,14625237,9917851,787768,42117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Perry,2011-2012,10413212,5978979,554285,42099,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Clinton,2014-2015,13985540,8475758,757164,42035,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Venango,2011-2012,17308277,9973394,924299,42121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Dauphin,2010-2011,76862042,48549858,4040733,42043,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Armstrong,2013-2014,28158781,16651647,1513325,42005,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Montour,2017-2018,6614504,4358858,355280,42093,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Berks,2011-2012,95730824,52978380,5069441,42011,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Cambria,2012-2013,64047175,40285860,3425050,42021,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Wyoming,2012-2013,5641333,3478456,302044,42131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Indiana,2015-2016,29250936,18211030,1554691,42063,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Montour,2013-2014,7151414,4272032,387140,42093,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Lawrence,2011-2012,35044535,20564612,1863211,42073,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Clearfield,2018-2019,35393925,26299308,1982717,42033,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Fayette,2012-2013,55623809,36245735,2973904,42051,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Jefferson,2011-2012,14998019,9186046,807279,42065,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Out Of Country,2017-2018,,351,,,,,
Blair,2012-2013,58253608,38939362,3136837,42013,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Lancaster,2011-2012,96441236,55397850,5125006,42071,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Bucks,2016-2017,169456700,108961694,8933562,42017,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Greene,2010-2011,9891431,6126315,521561,42059,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Beaver,2013-2014,50524479,28942353,2672182,42007,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Erie,2010-2011,68800793,42224326,3627751,42049,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Philadelphia,2017-2018,565276467,334823462,29479819,42101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Potter,2016-2017,5051148,3264096,269377,42105,41.74420644,-77.89879229,POINT (-77.89879229 41.74420644)
Columbia,2013-2014,22933539,15090498,1247642,42037,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Crawford,2018-2019,27677030,18578697,1697951,42039,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Wayne,2016-2017,16112576,9764637,846757,42127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Out Of Country,2013-2014,,6541,,,,,
Lancaster,2016-2017,116796455,75917500,6189508,42071,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Mckean,2017-2018,14350890,9945417,781433,42083,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Elk,2014-2015,11723483,7094193,634789,42047,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Fulton,2011-2012,2549726,1252323,135526,42057,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Pike,2018-2019,14934781,12402995,911495,42103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Cameron,2017-2018,2719646,1918793,146517,42023,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Forest,2014-2015,2456940,1324339,131687,42053,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Centre,2014-2015,29423279,19181711,1579317,42027,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Somerset,2011-2012,18126841,10636608,960849,42111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Lehigh,2016-2017,95605715,59839527,5084938,42077,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Warren,2017-2018,15663492,10518761,854923,42123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Butler,2012-2013,53575476,34515152,2860099,42019,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Luzerne,2013-2014,133314520,83784336,7171196,42079,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Pike,2012-2013,9215342,5228836,483671,42103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Westmoreland,2018-2019,171520358,112088904,10153437,42129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Clearfield,2012-2013,26360649,17693574,1417404,42033,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Monroe,2011-2012,42701911,25967543,2244022,42089,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Indiana,2011-2012,21732281,15047552,1166573,42063,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Blair,2017-2018,65946368,45302700,3593515,42013,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Erie,2015-2016,89602725,62189415,4785385,42049,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Jefferson,2015-2016,17542440,11029340,937532,42065,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Out Of State,2012-2013,,9678663,,,,,
Chester,2016-2017,97075039,56987370,5081842,42029,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Monroe,2010-2011,36951944,21268021,1939234,42089,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Butler,2018-2019,69385964,45251954,4140600,42019,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Chester,2017-2018,104171951,62290053,5533267,42029,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Montgomery,2016-2017,206916245,130470116,10864174,42091,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Carbon,2018-2019,30688591,24215508,1779893,42025,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Franklin,2010-2011,23328100,13296344,1237357,42055,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Northampton,2015-2016,81330183,49253834,4298596,42095,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Adams,2011-2012,17572016,10242250,940383,42001,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Greene,2014-2015,12253895,7151576,651690,42059,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Snyder,2012-2013,10107034,6056095,541664,42109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Sullivan,2015-2016,1542500,832174,81896,42113,41.4480994,-76.5147922,POINT (-76.5147922 41.4480994)
Lackawanna,2016-2017,97476773,62049671,5175051,42069,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Bucks,2013-2014,160478815,93284295,8524179,42017,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Delaware,2018-2019,189815549,119275817,11299054,42045,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Lackawanna,2011-2012,80465270,46846238,4288283,42069,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Jefferson,2014-2015,16874824,12467185,921334,42065,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Fayette,2018-2019,65018583,42532293,3901491,42051,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Out Of State,2013-2014,,7982023,,,,,
Adams,2016-2017,22988408,15233566,1228319,42001,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Franklin,2015-2016,36652246,23495341,1951327,42055,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Blair,2016-2017,65314441,48181568,3512328,42013,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Mercer,2013-2014,37021390,22506499,1971484,42085,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Centre,2010-2011,21728946,14088388,1157612,42027,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Snyder,2018-2019,11469220,7487685,644106,42109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Northumberland,2017-2018,36562905,25179016,1999743,42097,40.85150926,-76.71188423,POINT (-76.71188423 40.85150926)
Huntingdon,2010-2011,7490961,4771477,401410,42061,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Sullivan,2017-2018,1508987,832948,81164,42113,41.4480994,-76.5147922,POINT (-76.5147922 41.4480994)
Tioga,2016-2017,13432077,9044793,714176,42117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Butler,2014-2015,59063144,40013391,3173529,42019,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Delaware,2012-2013,145513899,83914998,7595000,42045,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Mercer,2012-2013,36164356,22306719,1913642,42085,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Erie,2014-2015,81157792,49158927,4332844,42049,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Lycoming,2016-2017,42521667,32609956,2291680,42081,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Susquehanna,2012-2013,14611503,9391493,783105,42115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Cameron,2012-2013,2193475,2693873,117385,42023,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Lebanon,2011-2012,27171844,16620536,1467304,42075,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Juniata,2015-2016,5501079,4793397,299682,42067,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Fulton,2018-2019,3918166,2689312,238097,42057,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Lehigh,2017-2018,102549860,70694654,5481261,42077,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Beaver,2011-2012,44323328,24201644,2322125,42007,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Bedford,2013-2014,9555698,5285389,509812,42009,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Westmoreland,2014-2015,139425003,84694518,7450728,42129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Clinton,2017-2018,14334873,9905391,773480,42035,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Venango,2012-2013,17981211,10673046,962138,42121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Mifflin,2015-2016,15689668,10020730,840054,42087,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Juniata,2010-2011,3698314,2194509,198571,42067,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Bradford,2017-2018,21738305,14468506,1175146,42015,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Northampton,2011-2012,68061711,38685382,3595059,42095,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Dauphin,2012-2013,88906685,53064700,4719496,42043,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Montgomery,2013-2014,188940167,116605397,10008926,42091,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Northampton,2016-2017,77945888,53291452,4138131,42095,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Huntingdon,2015-2016,13783899,9133148,736601,42061,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Armstrong,2012-2013,27547497,16889530,1473391,42005,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Clarion,2013-2014,12245399,7521696,663327,42031,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Columbia,2012-2013,21849661,15363375,1178613,42037,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Beaver,2016-2017,53533633,35460570,2835442,42007,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Cambria,2013-2014,65129400,48319271,3504466,42021,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Perry,2018-2019,13798790,9101131,785687,42099,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Fayette,2014-2015,55382080,35787783,2965247,42051,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Venango,2018-2019,19821007,13544950,1141579,42121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Pike,2017-2018,13709444,8277272,725076,42103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Fulton,2010-2011,2303545,1224867,122364,42057,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Dauphin,2018-2019,110614299,69702296,6473427,42043,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Lycoming,2011-2012,39854243,24295440,2141010,42081,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Bradford,2013-2014,19350056,12047973,1038243,42015,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Northumberland,2012-2013,33738673,21257515,1806773,42097,40.85150926,-76.71188423,POINT (-76.71188423 40.85150926)
Cambria,2017-2018,70243937,48587704,3801994,42021,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Lawrence,2015-2016,35679855,22572102,1893308,42073,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Washington,2017-2018,67131951,40626044,3584642,42125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Sullivan,2010-2011,1671145,998694,89396,42113,41.4480994,-76.5147922,POINT (-76.5147922 41.4480994)
Perry,2013-2014,11640233,6691200,624780,42099,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Potter,2017-2018,5307262,3594760,284025,42105,41.74420644,-77.89879229,POINT (-77.89879229 41.74420644)
Union,2013-2014,8485410,7334170,467926,42119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Out Of State,2016-2017,,7978314,,,,,
Lawrence,2010-2011,33546404,19825310,1772617,42073,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Indiana,2016-2017,28317989,19100822,1524028,42063,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Erie,2018-2019,101878764,70154117,6215445,42049,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Somerset,2016-2017,22593026,19223070,1206916,42111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Washington,2013-2014,62084229,41100768,3308855,42125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
