County Name,State Fiscal Year,Ticket Sales,Prizes Paid,Retailer Commissions,FIPS County Code,Latitude,Longitude,Georeferenced Latitude & Longitude
Lancaster,2013-2014,107991239,65935252,5792132,42071,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Clinton,2012-2013,13146525,8603302,711514,42035,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
York,2012-2013,114663100,74284477,6152096,42133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Monroe,2017-2018,52131510,30383106,2744671,42089,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Allegheny,2010-2011,363008889,214465554,18958181,42003,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Cumberland,2018-2019,78958120,51228239,4706292,42041,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Mifflin,2011-2012,13955854,8517240,749199,42087,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Berks,2018-2019,126889451,83621865,7336131,42011,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Luzerne,2015-2016,142831927,88645991,7594133,42079,41.17836439,-75.9919961,POINT (-75.9919961 41.17836439)
Columbia,2017-2018,24484969,18388678,1339535,42037,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Wayne,2018-2019,17896362,11937546,1088089,42127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Clarion,2016-2017,12693125,8135933,679462,42031,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Wyoming,2017-2018,8099745,5728284,438676,42131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Montour,2016-2017,6606641,6032794,357936,42093,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Schuylkill,2014-2015,66796827,44267690,3591194,42107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
Carbon,2011-2012,21418978,12308402,1136902,42025,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Lawrence,2014-2015,37341313,23519855,1999532,42073,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Philadelphia,2012-2013,525458222,290217054,27204243,42101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Fulton,2014-2015,2833187,1553649,151812,42057,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Potter,2013-2014,5106213,3219315,273300,42105,41.74420644,-77.89879229,POINT (-77.89879229 41.74420644)
Centre,2017-2018,28603983,19703758,1542205,42027,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Fayette,2010-2011,50126579,33014269,2647819,42051,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Lebanon,2016-2017,31146491,20455321,1665166,42075,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Bucks,2015-2016,176931909,105292629,9288623,42017,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Union,2015-2016,11100416,7758395,594783,42119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Dauphin,2014-2015,92833368,55091737,4929401,42043,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Susquehanna,2016-2017,14258728,9213720,761298,42115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Philadelphia,2018-2019,612173911,365662036,36793520,42101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Sullivan,2014-2015,1577060,853028,84138,42113,41.4480994,-76.5147922,POINT (-76.5147922 41.4480994)
Potter,2012-2013,5154714,3224089,275777,42105,41.74420644,-77.89879229,POINT (-77.89879229 41.74420644)
Wayne,2015-2016,17088199,10123589,900467,42127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Tioga,2017-2018,14325583,10652843,776361,42117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Elk,2015-2016,12106289,7475708,646787,42047,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Cambria,2016-2017,69731516,48281643,3733916,42021,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Mifflin,2016-2017,16024129,11449978,864722,42087,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Somerset,2013-2014,19769296,11859328,1058379,42111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Out Of State,2017-2018,,8322487,,,,,
Crawford,2013-2014,19108600,11183944,1024037,42039,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Allegheny,2014-2015,401465777,326974599,21330936,42003,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Chester,2012-2013,91239587,50093745,4791179,42029,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Warren,2013-2014,19043074,12029641,1026046,42123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Bedford,2015-2016,12597627,8876499,666923,42009,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Mckean,2013-2014,12041375,7410040,651269,42083,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Schuylkill,2018-2019,74215731,52581240,4350353,42107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
Wyoming,2013-2014,6020997,3475722,324062,42131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Chester,2018-2019,106500963,61578447,6232564,42029,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Bucks,2011-2012,140610310,86929204,7401273,42017,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Chester,2013-2014,93349229,51501954,4930063,42029,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Lehigh,2011-2012,76551776,39763836,4027363,42077,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Forest,2012-2013,2556198,1386476,136046,42053,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Cameron,2016-2017,2331246,1811428,130129,42023,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Franklin,2011-2012,26722105,16274745,1425883,42055,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Adams,2013-2014,18917770,10714499,1013308,42001,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Greene,2015-2016,12195465,7422515,649125,42059,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Lycoming,2010-2011,33766522,23701454,1808292,42081,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Delaware,2017-2018,170222480,109156986,8942697,42045,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Snyder,2014-2015,10187414,5980874,555865,42109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Lackawanna,2015-2016,100556002,62961151,5341293,42069,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Tioga,2011-2012,15775465,9853207,842057,42117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Monroe,2013-2014,45552175,29145442,2410733,42089,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Venango,2010-2011,16192162,10079293,861024,42121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Sullivan,2018-2019,1679915,1048138,97913,42113,41.4480994,-76.5147922,POINT (-76.5147922 41.4480994)
Wayne,2011-2012,15985014,8981727,844046,42127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Juniata,2011-2012,4078377,2273505,219724,42067,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Montgomery,2017-2018,220819908,137035736,11672957,42091,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
York,2016-2017,121732162,82842356,6492326,42133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Northampton,2013-2014,73544879,46506196,3954761,42095,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Somerset,2010-2011,16483102,11523489,879859,42111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Northampton,2017-2018,82188993,52756199,4387705,42095,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Columbia,2014-2015,23124502,17770906,1259235,42037,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Beaver,2015-2016,55284766,32371041,2917821,42007,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Beaver,2017-2018,57788520,36294272,3077411,42007,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Clearfield,2014-2015,29375037,20048237,1596263,42033,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Greene,2012-2013,11565328,7320794,616212,42059,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Berks,2010-2011,86388052,49496679,4547729,42011,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Clinton,2018-2019,14602290,9532483,808477,42035,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Indiana,2010-2011,20839503,13184293,1107688,42063,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Bradford,2011-2012,18411964,11029718,984096,42015,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Warren,2016-2017,14701154,10174346,783883,42123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Cumberland,2010-2011,51498046,34011740,2736418,42041,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Jefferson,2018-2019,16122857,11170231,927284,42065,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Allegheny,2018-2019,470954051,298254719,27834631,42003,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Out Of Country,2012-2013,,26775,,,,,
Clearfield,2015-2016,32331587,20891428,1724917,42033,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Mckean,2016-2017,13668976,10696273,732613,42083,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Westmoreland,2017-2018,153983257,104076314,8291126,42129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Washington,2018-2019,70833866,44122719,4272003,42125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Venango,2014-2015,18707195,11022056,1008843,42121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Crawford,2015-2016,25220266,15485897,1335905,42039,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Northampton,2010-2011,62844339,38768124,3322438,42095,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Dauphin,2013-2014,91741002,56745018,4870548,42043,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Monroe,2016-2017,50141078,29698725,2633907,42089,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Armstrong,2014-2015,28244520,17595275,1514881,42005,40.81509526,-79.47316899,POINT (-79.47316899 40.81509526)
Bedford,2018-2019,12395759,7957289,666083,42009,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Indiana,2017-2018,29655489,21179568,1604115,42063,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Washington,2011-2012,56990181,31219253,3002257,42125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Washington,2012-2013,61839571,35686378,3267494,42125,40.19109663,-80.25180083,POINT (-80.25180083 40.19109663)
Jefferson,2012-2013,15482638,9720675,837712,42065,41.13139091,-79.00101814,POINT (-79.00101814 41.13139091)
Blair,2015-2016,67507737,44728108,3606883,42013,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Centre,2011-2012,24468438,16077352,1313269,42027,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Indiana,2013-2014,24915417,14776629,1342186,42063,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Delaware,2016-2017,162651106,97362778,8463278,42045,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Tioga,2015-2016,13689412,10239133,735701,42117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Fulton,2017-2018,3323040,2154137,177878,42057,39.92487511,-78.11485045,POINT (-78.11485045 39.92487511)
Beaver,2010-2011,41752867,23892353,2172278,42007,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Montgomery,2018-2019,240494560,150242606,14261233,42091,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Bradford,2018-2019,23657048,15438883,1404990,42015,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Mifflin,2014-2015,17301937,11723572,936017,42087,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Allegheny,2012-2013,396095105,231330100,20846091,42003,40.46735543,-79.98619843,POINT (-79.98619843 40.46735543)
Out Of Country,2014-2015,,2981,,,,,
Mercer,2014-2015,38157998,27971712,2039571,42085,41.30237777,-80.26009411,POINT (-80.26009411 41.30237777)
Blair,2010-2011,49465411,32069191,2646881,42013,40.48555024,-78.34907687,POINT (-78.34907687 40.48555024)
Warren,2015-2016,15419817,9998357,823846,42123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Lackawanna,2017-2018,99587955,66116113,5346321,42069,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Wyoming,2018-2019,11960032,7717676,721518,42131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Clearfield,2010-2011,23452562,15896949,1256691,42033,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Lycoming,2017-2018,41597499,28338065,2251833,42081,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Schuylkill,2012-2013,63518264,40631184,3394283,42107,40.70751243,-76.22332385,POINT (-76.22332385 40.70751243)
Berks,2014-2015,112860318,70094675,6023507,42011,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Perry,2017-2018,13465485,8808628,724024,42099,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Lebanon,2013-2014,29776005,18137889,1616780,42075,40.367597,-76.46182575,POINT (-76.46182575 40.367597)
Forest,2013-2014,2532432,1363648,134122,42053,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Cumberland,2011-2012,57319111,31714227,3045388,42041,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Lehigh,2018-2019,106621446,66230959,6308809,42077,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Tioga,2010-2011,13072128,8232995,701692,42117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Butler,2015-2016,66359017,41363974,3537236,42019,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Clinton,2016-2017,14661235,9527019,787374,42035,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Wyoming,2011-2012,4965317,2890671,265003,42131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Cumberland,2017-2018,70560658,46981003,3809859,42041,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Montgomery,2011-2012,167521471,105619077,8775686,42091,40.20989874,-75.37252001,POINT (-75.37252001 40.20989874)
Crawford,2011-2012,18361449,10407714,967655,42039,41.68546907,-80.11321083,POINT (-80.11321083 41.68546907)
Carbon,2015-2016,26314925,17757353,1399364,42025,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Erie,2012-2013,79117294,49698204,4219310,42049,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Huntingdon,2014-2015,9824291,6494968,526917,42061,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Montour,2015-2016,6835729,4148662,363856,42093,41.02801824,-76.66470527,POINT (-76.66470527 41.02801824)
Butler,2010-2011,45557399,27135789,2418285,42019,40.91083185,-79.91711779,POINT (-79.91711779 40.91083185)
Mckean,2018-2019,15715534,10523568,939737,42083,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
Fayette,2015-2016,57550248,36001267,3058641,42051,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Lycoming,2013-2014,42920741,26381963,2316437,42081,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Out Of State,2011-2012,,31945156,,,,,
Bucks,2014-2015,156267286,89289740,8272446,42017,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Warren,2010-2011,14768848,9301484,786746,42123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
Adams,2017-2018,23338844,14705489,1256350,42001,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Franklin,2013-2014,30761558,18739974,1649914,42055,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Lancaster,2012-2013,102980555,67913714,5510250,42071,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Snyder,2015-2016,12435503,7778827,661448,42109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Bedford,2012-2013,9477542,5406353,504446,42009,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Northumberland,2013-2014,33862026,19849847,1824514,42097,40.85150926,-76.71188423,POINT (-76.71188423 40.85150926)
Cambria,2018-2019,71647075,47822487,4076994,42021,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
York,2014-2015,119986580,75495477,6450037,42133,39.92192531,-76.72576052,POINT (-76.72576052 39.92192531)
Juniata,2016-2017,5548545,4186365,297309,42067,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Huntingdon,2011-2012,8467199,5137264,454154,42061,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Elk,2011-2012,10932641,7288889,589006,42047,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Westmoreland,2015-2016,148491267,97073522,7874211,42129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Pike,2010-2011,7947489,4567526,415842,42103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Mifflin,2010-2011,12679153,7983150,677592,42087,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Potter,2018-2019,5417760,3531464,313412,42105,41.74420644,-77.89879229,POINT (-77.89879229 41.74420644)
Lehigh,2012-2013,81733403,55648211,4363149,42077,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Union,2012-2013,7900562,4891744,425348,42119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Susquehanna,2014-2015,15769332,9452151,847696,42115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Cameron,2014-2015,2119130,1286896,113535,42023,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Wyoming,2016-2017,7635720,4839905,407820,42131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Lancaster,2018-2019,137055342,91140068,8117342,42071,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Westmoreland,2010-2011,119261760,72435161,6277644,42129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Clarion,2015-2016,13417844,11090120,729334,42031,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Elk,2016-2017,12058640,9568216,654459,42047,41.42819416,-78.64947713,POINT (-78.64947713 41.42819416)
Cambria,2011-2012,62298119,36898936,3312410,42021,40.49127491,-78.71894174,POINT (-78.71894174 40.49127491)
Pike,2016-2017,12672346,7370783,663035,42103,41.332572,-75.03270924,POINT (-75.03270924 41.332572)
Somerset,2017-2018,24238844,19473131,1323646,42111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Bradford,2012-2013,19178060,12100755,1027007,42015,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Forest,2016-2017,2164285,1334363,114882,42053,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Franklin,2018-2019,43730919,28096910,2605058,42055,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Clinton,2013-2014,14117076,8686227,776271,42035,41.23286274,-77.6428376,POINT (-77.6428376 41.23286274)
Delaware,2010-2011,125456591,72293476,6476681,42045,39.91657867,-75.40627712,POINT (-75.40627712 39.91657867)
Carbon,2010-2011,19046098,12828809,1012649,42025,40.91936701,-75.71107039,POINT (-75.71107039 40.91936701)
Lawrence,2016-2017,33252014,21322502,1766447,42073,40.99325035,-80.33754114,POINT (-80.33754114 40.99325035)
Perry,2012-2013,11431151,6939111,610079,42099,40.40415317,-77.25907385,POINT (-77.25907385 40.40415317)
Somerset,2018-2019,26805648,17660733,1582622,42111,39.97146299,-79.03100206,POINT (-79.03100206 39.97146299)
Chester,2014-2015,95756359,53382974,5048413,42029,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Monroe,2012-2013,45464174,25033279,2384233,42089,41.06091787,-75.34083603,POINT (-75.34083603 41.06091787)
Huntingdon,2018-2019,16183240,11363774,976228,42061,40.416105,-77.9827661,POINT (-77.9827661 40.416105)
Out Of State,2015-2016,,106915347,,,,,
Erie,2017-2018,92806444,60415278,4956494,42049,41.99413787,-80.0407591,POINT (-80.0407591 41.99413787)
Wyoming,2015-2016,7443737,4676677,395587,42131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Mifflin,2017-2018,16317686,11803681,889801,42087,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Lackawanna,2010-2011,72327433,43831513,3832827,42069,41.43910064,-75.61218345,POINT (-75.61218345 41.43910064)
Clarion,2010-2011,10051148,6530871,537785,42031,41.19279129,-79.42483608,POINT (-79.42483608 41.19279129)
Venango,2015-2016,18872554,12944108,1012627,42121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Juniata,2013-2014,4778630,3224956,260719,42067,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Fayette,2011-2012,53345193,31568158,2831433,42051,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Adams,2012-2013,18258728,11598030,977397,42001,39.87209565,-77.22224271,POINT (-77.22224271 39.87209565)
Greene,2016-2017,11186316,6916819,593500,42059,39.85480393,-80.22943817,POINT (-80.22943817 39.85480393)
Snyder,2011-2012,9931045,5672140,533825,42109,40.77113737,-77.07255968,POINT (-77.07255968 40.77113737)
Northumberland,2016-2017,36979631,25067490,1970378,42097,40.85150926,-76.71188423,POINT (-76.71188423 40.85150926)
Northampton,2018-2019,90634836,56434036,5377548,42095,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Forest,2017-2018,2214362,1256944,117863,42053,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Bucks,2018-2019,199314034,124794408,11845953,42017,40.33501133,-75.11291241,POINT (-75.11291241 40.33501133)
Columbia,2015-2016,24740404,14983957,1323220,42037,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Beaver,2018-2019,64321896,40673873,3923409,42007,40.68349245,-80.35107356,POINT (-80.35107356 40.68349245)
Philadelphia,2015-2016,553611531,310916093,28649325,42101,40.00444354,-75.140236,POINT (-75.140236 40.00444354)
Potter,2014-2015,5080414,3097689,272998,42105,41.74420644,-77.89879229,POINT (-77.89879229 41.74420644)
Northampton,2012-2013,72242354,40956054,3835786,42095,40.7545954,-75.31263726,POINT (-75.31263726 40.7545954)
Wayne,2014-2015,18396293,10421463,979256,42127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Columbia,2010-2011,18157175,12572517,976378,42037,41.04912086,-76.4100218,POINT (-76.4100218 41.04912086)
Susquehanna,2010-2011,11677924,7154245,621366,42115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Tioga,2018-2019,13357897,8850030,748210,42117,41.77333834,-77.25788076,POINT (-77.25788076 41.77333834)
Mckean,2015-2016,13744298,9507389,745238,42083,41.81037074,-78.5712202,POINT (-78.5712202 41.81037074)
